FID,COMMUNE,P_CODE,C_CODE,DISTRICT,DIST_PCODE,D_CODE,REGION,REG_PCODE,R_CODE,SOURCE,Shape__Area,Shape__Length
1,1er Arrondissement,MDG11101001,101001,Antananarivo Renivohitra,MDG11101,101,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",10884876.2587891,18793.1999253189
2,2e Arrondissement,MDG11101002,101002,Antananarivo Renivohitra,MDG11101,101,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",15461083.4580078,23982.1088412394
3,3e Arrondissement,MDG11101003,101003,Antananarivo Renivohitra,MDG11101,101,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",7865938.87792969,16864.3869411596
4,4e Arrondissement,MDG11101004,101004,Antananarivo Renivohitra,MDG11101,101,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",14636460.2314453,23153.756834182
5,5e Arrondissement,MDG11101005,101005,Antananarivo Renivohitra,MDG11101,101,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",26867504.796875,31937.269859775
6,6e Arrondissement,MDG11101006,101006,Antananarivo Renivohitra,MDG11101,101,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",19758558.1376953,24207.8804677659
7,Alasora,MDG11102010,102010,Antananarivo Avaradrano,MDG11102,102,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",24852493.1425781,22002.0360339733
8,Ankadikely Ilafy,MDG11102039,102039,Antananarivo Avaradrano,MDG11102,102,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",37004506.1806641,39188.5531107358
9,Ambohimanambola,MDG11102050,102050,Antananarivo Avaradrano,MDG11102,102,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",19601413.0576172,21233.900988108
10,Sabotsy Namehana,MDG11102079,102079,Antananarivo Avaradrano,MDG11102,102,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",25461483.5556641,33025.0897788946
11,Ambohimangakely,MDG11102099,102099,Antananarivo Avaradrano,MDG11102,102,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",38431600.4638672,36354.8286911716
12,Manandriana,MDG11102210,102210,Antananarivo Avaradrano,MDG11102,102,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",15313374.6357422,22874.1590454769
13,Ambohimalaza Miray,MDG11102230,102230,Antananarivo Avaradrano,MDG11102,102,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",40798509.5576172,32612.7344865221
14,Fiaferana,MDG11102279,102279,Antananarivo Avaradrano,MDG11102,102,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",37132349.2939453,30510.9528126988
15,Ambohimanga Rova,MDG11102319,102319,Antananarivo Avaradrano,MDG11102,102,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",52187384.8623047,42763.4123227623
16,Viliahazo,MDG11102350,102350,Antananarivo Avaradrano,MDG11102,102,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",28584188.5771484,29758.6990944982
17,Talata Volonondry,MDG11102379,102379,Antananarivo Avaradrano,MDG11102,102,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",98897129.7050781,58974.4838820667
18,Anjeva Gara,MDG11102390,102390,Antananarivo Avaradrano,MDG11102,102,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",28694216.1708984,30314.4901211462
19,Masindray,MDG11102410,102410,Antananarivo Avaradrano,MDG11102,102,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",59575485.0957031,39760.253277587
20,Ankadinandriana,MDG11102430,102430,Antananarivo Avaradrano,MDG11102,102,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",147028463.806641,63561.0614653904
21,Ambohidratrimo,MDG11103010,103010,Ambohidratrimo,MDG11103,103,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",13757561.2861328,20295.345122411
22,Anosiala,MDG11103030,103030,Ambohidratrimo,MDG11103,103,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",61313453.6914063,44372.9775527865
23,Talatamaty,MDG11103050,103050,Ambohidratrimo,MDG11103,103,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",12425674.2900391,24297.4318552136
24,Antehiroka,MDG11103070,103070,Ambohidratrimo,MDG11103,103,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",18407772.8300781,32666.2688105247
25,Iarinarivo,MDG11103090,103090,Ambohidratrimo,MDG11103,103,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",16684878.5097656,24085.1712858385
26,Ivato Firaisana,MDG11103111,103111,Ambohidratrimo,MDG11103,103,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",4167280.04980469,13094.0194619477
27,Ivato Aeroport,MDG11103112,103112,Ambohidratrimo,MDG11103,103,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",7050807.80859375,12395.6319961922
28,Ambohitrimanjaka,MDG11103130,103130,Ambohidratrimo,MDG11103,103,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",25465157.109375,23708.437469866
29,Mahitsy,MDG11103150,103150,Ambohidratrimo,MDG11103,103,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",117749075.554688,82512.0530536016
30,Merimandroso,MDG11103171,103171,Ambohidratrimo,MDG11103,103,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",63313673.2753906,39206.8004049282
31,Ambatolampy,MDG11103172,103172,Ambohidratrimo,MDG11103,103,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",21860845.4140625,25508.8237611571
32,Ampangabe,MDG11103190,103190,Ambohidratrimo,MDG11103,103,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",52179786.4951172,38570.9954423536
33,Ampanotokana,MDG11103210,103210,Ambohidratrimo,MDG11103,103,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",155509850.46582,70937.8784400685
34,Mananjara,MDG11103230,103230,Ambohidratrimo,MDG11103,103,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",13109703.2519531,19690.4827676558
35,Manjakavaradrano,MDG11103251,103251,Ambohidratrimo,MDG11103,103,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",28835225.1552734,28112.6548073027
36,Antsahafilo,MDG11103252,103252,Ambohidratrimo,MDG11103,103,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",50094584.53125,37557.4939944518
37,Ambohimanjaka,MDG11103270,103270,Ambohidratrimo,MDG11103,103,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",40256026.7001953,36966.8473792915
38,Fiadanana,MDG11103290,103290,Ambohidratrimo,MDG11103,103,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",17320939.5917969,20168.5262218234
39,Mahabo,MDG11103310,103310,Ambohidratrimo,MDG11103,103,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",79958574.2744141,48173.8493404733
40,Mahereza,MDG11103330,103330,Ambohidratrimo,MDG11103,103,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",13455322.9863281,21739.7940333275
41,Antanetibe,MDG11103350,103350,Ambohidratrimo,MDG11103,103,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",87578673.7099609,51570.4632260908
42,Ambohipihaonana,MDG11103370,103370,Ambohidratrimo,MDG11103,103,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",45221024.8662109,39005.1760438514
43,Ambato,MDG11103390,103390,Ambohidratrimo,MDG11103,103,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",365676934.108398,102115.945175431
44,Anjanadoria,MDG11103410,103410,Ambohidratrimo,MDG11103,103,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",199777662.348633,76807.3125872667
45,Avaratsena,MDG11103430,103430,Ambohidratrimo,MDG11103,103,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",93204644.5585938,49506.4217939896
46,Ankazobe,MDG11104010,104010,Ankazobe,MDG11104,104,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",567734784.55957,168395.282568663
47,Talata Angavo,MDG11104030,104030,Ankazobe,MDG11104,104,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",639879047.49707,114164.758402991
48,Ambohitromby,MDG11104050,104050,Ankazobe,MDG11104,104,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",228795443.327148,71411.0049960167
49,Antotohazo,MDG11104071,104071,Ankazobe,MDG11104,104,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",229446150.585938,81635.828366757
50,Marondry,MDG11104072,104072,Ankazobe,MDG11104,104,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",283005242.057617,93564.1787809934
51,Fihaonana,MDG11104090,104090,Ankazobe,MDG11104,104,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",260684333.793945,91594.9147515473
52,Mahavelona,MDG11104110,104110,Ankazobe,MDG11104,104,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",283600410.760742,102835.879929605
53,Fiadanana,MDG11104130,104130,Ankazobe,MDG11104,104,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",2327229209.80762,287436.102256422
54,Tsaramasoandro,MDG11104150,104150,Ankazobe,MDG11104,104,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",929871367.867188,152258.955905468
55,Ambolotarakely,MDG11104170,104170,Ankazobe,MDG11104,104,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",638300204.794922,140889.80505146
56,Antakavana,MDG11104190,104190,Ankazobe,MDG11104,104,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",723914874.246094,156814.97666813
57,Kiangara,MDG11104210,104210,Ankazobe,MDG11104,104,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",862624638.980469,154641.478678175
58,Miantso,MDG11104230,104230,Ankazobe,MDG11104,104,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",219478695.74707,82125.0474361972
59,Arivonimamo I,MDG13105010,105010,Arivonimamo,MDG13105,105,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",48427147.4277344,30265.0628237861
60,Arivonimamo II,MDG13105030,105030,Arivonimamo,MDG13105,105,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",155366344.061523,105237.390024483
61,Ambohitrambo,MDG13105050,105050,Arivonimamo,MDG13105,105,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",169642020.253906,68671.4440666965
62,Ampahimanga,MDG13105070,105070,Arivonimamo,MDG13105,105,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",127546542.524414,63870.8399405258
63,Amboanana,MDG13105090,105090,Arivonimamo,MDG13105,105,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",152715973.457031,72086.5215687443
64,Morafeno,MDG13105110,105110,Arivonimamo,MDG13105,105,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",118184665.291992,64052.9222887679
65,Imerintsiatosika,MDG13105130,105130,Arivonimamo,MDG13105,105,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",205014797.214844,74795.4942400639
66,Morarano,MDG13105150,105150,Arivonimamo,MDG13105,105,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",88859491.8847656,55818.8851614187
67,Ambatomirahavavy,MDG13105170,105170,Arivonimamo,MDG13105,105,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",71381447.7246094,54087.168042055
68,Ambatomanga,MDG13105190,105190,Arivonimamo,MDG13105,105,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",202628686.524414,84227.6233215092
69,Manalalondo,MDG13105211,105211,Arivonimamo,MDG13105,105,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",85133156.15625,41692.9167746862
70,Antenimbe,MDG13105212,105212,Arivonimamo,MDG13105,105,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",58476488.7402344,37780.5082695417
71,Alakamisikely,MDG13105213,105213,Arivonimamo,MDG13105,105,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",33844845.7138672,33475.1911248812
72,Mahatsinjo Est,MDG13105214,105214,Arivonimamo,MDG13105,105,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",67307109.2939453,42020.3297512722
73,Marofangady,MDG13105215,105215,Arivonimamo,MDG13105,105,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",39518682.4023438,28032.8398108691
74,Rambolamasoandro Andranomiely,MDG13105216,105216,Arivonimamo,MDG13105,105,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",79927747.4394531,37777.1167826162
75,Ambohimandry,MDG13105230,105230,Arivonimamo,MDG13105,105,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",208360859.704102,85444.0452272677
76,Antambolo,MDG13105250,105250,Arivonimamo,MDG13105,105,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",41692516.0771484,41038.0536627867
77,Ambohimasina,MDG13105270,105270,Arivonimamo,MDG13105,105,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",64572975.6582031,45523.8595002952
78,Ambohipandrano,MDG13105291,105291,Arivonimamo,MDG13105,105,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",82675199.1640625,45469.2050970293
79,Miandrandra,MDG13105292,105292,Arivonimamo,MDG13105,105,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",117889942.419922,57837.3402076604
80,Miantsoarivo,MDG13105310,105310,Arivonimamo,MDG13105,105,Itasy,MDG13,13,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",184223691.848633,95202.343905591
81,Manjakandriana,MDG11106011,106011,Manjakandriana,MDG11106,106,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",84203612.4433594,54823.9151159788
82,Ambatolaona,MDG11106012,106012,Manjakandriana,MDG11106,106,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",152232371.363281,68075.6406666122
83,Sambaina,MDG11106030,106030,Manjakandriana,MDG11106,106,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",33547971.4140625,27981.0666518816
84,Ambohibary,MDG11106050,106050,Manjakandriana,MDG11106,106,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",62752886.9101563,39645.477694864
85,Ambatomanga,MDG11106070,106070,Manjakandriana,MDG11106,106,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",28522742.4853516,27368.7912895494
86,Alarobia,MDG11106090,106090,Manjakandriana,MDG11106,106,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",81147303.8457031,58243.3304217016
87,Mantasoa,MDG11106110,106110,Manjakandriana,MDG11106,106,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",109645843.726563,59023.9027848996
88,Ranovao,MDG11106130,106130,Manjakandriana,MDG11106,106,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",99818463.3349609,59269.4275541761
89,Miadanandriana,MDG11106150,106150,Manjakandriana,MDG11106,106,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",107398287.624023,69504.0944252355
90,Nandihizana,MDG11106170,106170,Manjakandriana,MDG11106,106,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",38971660.8300781,31330.2536958335
91,Anjepy,MDG11106190,106190,Manjakandriana,MDG11106,106,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",55008248.0722656,35501.2412968143
92,Ambanitsena,MDG11106210,106210,Manjakandriana,MDG11106,106,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",32224926.0019531,32783.8169809342
93,Ambohitrandriamanitra,MDG11106230,106230,Manjakandriana,MDG11106,106,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",99144069.5400391,47100.0664898535
94,Ambatomena,MDG11106251,106251,Manjakandriana,MDG11106,106,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",40316341.1738281,29744.7595079864
95,Ambohibao Sud,MDG11106252,106252,Manjakandriana,MDG11106,106,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",19005490.5234375,20270.8485279191
96,Ambohitseheno,MDG11106271,106271,Manjakandriana,MDG11106,106,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",47019307.2265625,42584.3169856111
97,Antsahalalina,MDG11106272,106272,Manjakandriana,MDG11106,106,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",59469786.5742188,52727.5646587245
98,Ambohitrony,MDG11106290,106290,Manjakandriana,MDG11106,106,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",7283039.07324219,15779.5937850412
99,Merikanjaka,MDG11106310,106310,Manjakandriana,MDG11106,106,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",102124820.902344,49456.0169115474
100,Anjoma Betoho,MDG11106330,106330,Manjakandriana,MDG11106,106,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",16977536.7861328,20875.8998513017
101,Ankazondandy,MDG11106351,106351,Manjakandriana,MDG11106,106,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",168633613.470703,86954.6404123072
102,Soavinandriana,MDG11106352,106352,Manjakandriana,MDG11106,106,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",89610645.9707031,40853.7611245445
103,Ambohitrolomahitsy,MDG11106371,106371,Manjakandriana,MDG11106,106,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",122232784.620117,70561.8337698405
104,Ampaneva,MDG11106372,106372,Manjakandriana,MDG11106,106,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",16561968.734375,19991.0167431285
105,Sadabe,MDG11106390,106390,Manjakandriana,MDG11106,106,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",344843288.604492,98861.1427738051
106,Anjozorobe,MDG11107019,107019,Anjozorobe,MDG11107,107,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",367745189.96875,107104.899532611
107,Mangamila,MDG11107070,107070,Anjozorobe,MDG11107,107,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",282559175.850586,87218.9487794196
108,Ambongamarina,MDG11107099,107099,Anjozorobe,MDG11107,107,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",305251154.076172,121404.774326491
109,Tsarasaotra,MDG11107110,107110,Anjozorobe,MDG11107,107,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",53805398.6103516,42107.895381046
110,Ambohimanarina Marovazaha,MDG11107130,107130,Anjozorobe,MDG11107,107,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",134033617.738281,59279.6973921449
111,Betatao,MDG11107150,107150,Anjozorobe,MDG11107,107,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",387844981.768555,100794.4583506
112,Alakamisy,MDG11107170,107170,Anjozorobe,MDG11107,107,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",54390807.9482422,36122.238264283
113,Analaroa,MDG11107190,107190,Anjozorobe,MDG11107,107,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",179183231.088867,82295.9236491488
114,Antanetibe,MDG11107211,107211,Anjozorobe,MDG11107,107,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",141465862.652344,73987.7111873806
115,Belanitra,MDG11107212,107212,Anjozorobe,MDG11107,107,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",24831258.5302734,22584.4688106829
116,Ambatomanoina,MDG11107230,107230,Anjozorobe,MDG11107,107,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",213632740.587891,84494.8226831198
117,Amparatanjona,MDG11107250,107250,Anjozorobe,MDG11107,107,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",399020783.130859,90864.8236531224
118,Amboasary Nord,MDG11107270,107270,Anjozorobe,MDG11107,107,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",209902244.254883,84875.3694718957
119,Androvakely,MDG11107290,107290,Anjozorobe,MDG11107,107,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",152451768.374023,75434.3474429596
120,Ambohibary Vohilena,MDG11107310,107310,Anjozorobe,MDG11107,107,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",549911856.067383,139516.977920233
121,Ambohimirary,MDG11107330,107330,Anjozorobe,MDG11107,107,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",100410848.557617,52940.786188203
122,Marotsipoy,MDG11107350,107350,Anjozorobe,MDG11107,107,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",868019391.344727,195864.697493989
123,Beronono,MDG11107370,107370,Anjozorobe,MDG11107,107,Analamanga,MDG11,11,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",338631503.012695,99430.8013676854
124,Antsenakely Andraikiba,MDG12108001,108001,Antsirabe I,MDG12108,108,Vakinankaratra,MDG12,12,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",21375545.5830078,25765.2258090567
125,Ampatana Mandriankeniheny,MDG12108002,108002,Antsirabe I,MDG12108,108,Vakinankaratra,MDG12,12,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",17908708.5214844,23978.8866059286
126,Soamalaza Mahatsinjo,MDG12108003,108003,Antsirabe I,MDG12108,108,Vakinankaratra,MDG12,12,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",28308062.6542969,33826.5317308377
