FID,COMMUNE,P_CODE,C_CODE,DISTRICT,DIST_PCODE,D_CODE,REGION,REG_PCODE,R_CODE,SOURCE,Shape__Area,Shape__Length
1332,Ambovombe,MDG52516011,516011,Ambovombe-Androy,MDG52516,516,Androy,MDG52,52,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",584871372.362305,165287.873398034
1333,Tsimananada,MDG52516012,516012,Ambovombe-Androy,MDG52516,516,Androy,MDG52,52,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",38118534.0097656,29945.7910853639
1334,Erada,MDG52516013,516013,Ambovombe-Androy,MDG52516,516,Androy,MDG52,52,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",67542324.0654297,41699.5104853015
1335,Anjeky Ankilikira,MDG52516014,516014,Ambovombe-Androy,MDG52516,516,Androy,MDG52,52,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",239614045.356445,80040.319817071
1336,Ambanisarika,MDG52516031,516031,Ambovombe-Androy,MDG52516,516,Androy,MDG52,52,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",428954634.379883,172544.417838697
1337,Analamary,MDG52516032,516032,Ambovombe-Androy,MDG52516,516,Androy,MDG52,52,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",143748553.801758,57143.398271236
1338,Ambohimalaza,MDG52516033,516033,Ambovombe-Androy,MDG52516,516,Androy,MDG52,52,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",525873862.496094,121614.882810353
1339,Ambonaivo,MDG52516050,516050,Ambovombe-Androy,MDG52516,516,Androy,MDG52,52,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",58304131.1376953,39146.8451639388
1340,Maroalomainty,MDG52516071,516071,Ambovombe-Androy,MDG52516,516,Androy,MDG52,52,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",65306444.1982422,41704.0027089607
1341,Maroalopoty,MDG52516072,516072,Ambovombe-Androy,MDG52516,516,Androy,MDG52,52,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",95165494.8681641,52350.6407355485
1342,Ambondro,MDG52516091,516091,Ambovombe-Androy,MDG52516,516,Androy,MDG52,52,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",174235943.722656,65171.2275365411
1343,Ambazoa,MDG52516092,516092,Ambovombe-Androy,MDG52516,516,Androy,MDG52,52,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",101425895.124023,53419.1075188654
1344,Sihanamaro,MDG52516111,516111,Ambovombe-Androy,MDG52516,516,Androy,MDG52,52,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",573831471.228516,131927.682391448
1345,Marovato Befeno,MDG52516112,516112,Ambovombe-Androy,MDG52516,516,Androy,MDG52,52,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",127029483.831055,51967.09829563
1346,Antanimora Atsimo,MDG52516130,516130,Ambovombe-Androy,MDG52516,516,Androy,MDG52,52,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1446491204.21094,229185.374264636
1347,Andalatanosy,MDG52516151,516151,Ambovombe-Androy,MDG52516,516,Androy,MDG52,52,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",746485470.431641,141954.942092418
1348,Ampamata,MDG52516152,516152,Ambovombe-Androy,MDG52516,516,Androy,MDG52,52,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",232858756.166016,76111.0328966147
1349,Jafaro,MDG52516170,516170,Ambovombe-Androy,MDG52516,516,Androy,MDG52,52,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1315972352.79395,173256.588302694
1350,Imanombo,MDG52516190,516190,Ambovombe-Androy,MDG52516,516,Androy,MDG52,52,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",969371850.6875,165994.15486138
1351,Betroka,MDG53517010,517010,Betroka,MDG53517,517,Anosy,MDG53,53,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",233014346.604492,121633.785998568
1352,Naninora,MDG53517050,517050,Betroka,MDG53517,517,Anosy,MDG53,53,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",124311890.038086,74117.504597
1353,Ambalasoa,MDG53517070,517070,Betroka,MDG53517,517,Anosy,MDG53,53,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1490214260.85547,262702.267978929
1354,Ivahona,MDG53517090,517090,Betroka,MDG53517,517,Anosy,MDG53,53,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",634383465.743164,125580.872737132
1355,Analamary,MDG53517110,517110,Betroka,MDG53517,517,Anosy,MDG53,53,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",471622592.833984,93921.9461161741
1356,Ianabinda,MDG53517130,517130,Betroka,MDG53517,517,Anosy,MDG53,53,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1278112580.1748,176083.81546959
1357,Benato Toby,MDG53517150,517150,Betroka,MDG53517,517,Anosy,MDG53,53,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",707284889.948242,136441.267679029
1358,Mahabo,MDG53517170,517170,Betroka,MDG53517,517,Anosy,MDG53,53,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1887216405.06641,231732.083491971
1359,Beampombo I,MDG53517190,517190,Betroka,MDG53517,517,Anosy,MDG53,53,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",616774247.191406,109402.922363437
1360,Jangany,MDG53517210,517210,Betroka,MDG53517,517,Anosy,MDG53,53,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1148172169.50195,208725.530086594
1361,Mahasoa Est,MDG53517230,517230,Betroka,MDG53517,517,Anosy,MDG53,53,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",628450640.895508,130780.153183682
1362,Bekorobo,MDG53517250,517250,Betroka,MDG53517,517,Anosy,MDG53,53,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",796763873.007813,168450.503023048
1363,Iaborotra,MDG53517270,517270,Betroka,MDG53517,517,Anosy,MDG53,53,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",346218008.90625,90749.2061140828
1364,Isoanala,MDG53517291,517291,Betroka,MDG53517,517,Anosy,MDG53,53,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1100733954.72852,195972.961648416
1365,Beampombo II,MDG53517292,517292,Betroka,MDG53517,517,Anosy,MDG53,53,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",482488175.319336,95435.43985735
1366,Nanarena Besakoa,MDG53517293,517293,Betroka,MDG53517,517,Anosy,MDG53,53,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",421818529.293945,94399.9117197576
1367,Ianakafy,MDG53517310,517310,Betroka,MDG53517,517,Anosy,MDG53,53,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1146384317.11426,190663.558108603
1368,Andriandampy,MDG53517331,517331,Betroka,MDG53517,517,Anosy,MDG53,53,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",847516690.595703,217493.452633063
1369,Sakamahily,MDG53517332,517332,Betroka,MDG53517,517,Anosy,MDG53,53,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",412992051.617188,93871.1249055415
1370,Ambatomivary,MDG53517350,517350,Betroka,MDG53517,517,Anosy,MDG53,53,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",606040599.709961,130779.654497648
1371,Morafeno Bekily,MDG52518010,518010,Bekily,MDG52518,518,Androy,MDG52,52,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",200836872.320313,102123.33961196
1372,Ankaranabo Nord,MDG52518031,518031,Bekily,MDG52518,518,Androy,MDG52,52,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",148168216.753906,75028.5399685918
1373,Besakoa,MDG52518032,518032,Bekily,MDG52518,518,Androy,MDG52,52,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",101560718.865234,64888.0592206659
1374,Anja Nord,MDG52518050,518050,Bekily,MDG52518,518,Androy,MDG52,52,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",53667942.5146484,37926.8688976543
1375,Antsakoamaro,MDG52518070,518070,Bekily,MDG52518,518,Androy,MDG52,52,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",192736493.711914,75523.6650485414
1376,Ambatosola,MDG52518091,518091,Bekily,MDG52518,518,Androy,MDG52,52,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",213094639.229492,90999.1311922904
1377,Tsirandrany,MDG52518092,518092,Bekily,MDG52518,518,Androy,MDG52,52,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",82716094.1630859,48043.8490679704
1378,Tsikolaky,MDG52518110,518110,Bekily,MDG52518,518,Androy,MDG52,52,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",184579163.962891,81548.5596689003
1379,Manakompy,MDG52518130,518130,Bekily,MDG52518,518,Androy,MDG52,52,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",191650737.275391,95719.3554687951
1380,Ambahita,MDG52518151,518151,Bekily,MDG52518,518,Androy,MDG52,52,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",667823236.832031,149438.581892001
1381,Maroviro,MDG52518152,518152,Bekily,MDG52518,518,Androy,MDG52,52,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",461507212.075195,122680.153123296
1382,Belindo Mahasoa,MDG52518170,518170,Bekily,MDG52518,518,Androy,MDG52,52,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",440359980.68457,118846.339017963
1383,Beteza,MDG52518190,518190,Bekily,MDG52518,518,Androy,MDG52,52,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",309690684.060547,104650.791624773
1384,Tanandava,MDG52518210,518210,Bekily,MDG52518,518,Androy,MDG52,52,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",547193330.363281,127091.577529079
1385,Bekitro,MDG52518230,518230,Bekily,MDG52518,518,Androy,MDG52,52,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",761608189.539063,130484.203852835
1386,Beraketa,MDG52518251,518251,Bekily,MDG52518,518,Androy,MDG52,52,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",759504153.051758,155417.50488714
1387,Vohimanga,MDG52518252,518252,Bekily,MDG52518,518,Androy,MDG52,52,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",306699843.976563,99813.5936256992
1388,Bevitiky,MDG52518270,518270,Bekily,MDG52518,518,Androy,MDG52,52,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",244824217.234375,87134.2771671452
1389,Anivorano Mitsinjo,MDG52518290,518290,Bekily,MDG52518,518,Androy,MDG52,52,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",344532509.897461,109291.538515343
1390,Amboasary Atsimo,MDG53519010,519010,Amboasary-Atsimo,MDG53519,519,Anosy,MDG53,53,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",263574288.076172,96296.394811275
1391,Behara,MDG53519030,519030,Amboasary-Atsimo,MDG53519,519,Anosy,MDG53,53,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1105619231.55176,150196.340518762
1392,Tanandava Sud,MDG53519050,519050,Amboasary-Atsimo,MDG53519,519,Anosy,MDG53,53,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",207810594.362305,86136.340994769
1393,Sampona,MDG53519070,519070,Amboasary-Atsimo,MDG53519,519,Anosy,MDG53,53,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",108536240.860352,48057.4937352148
1394,Ifotaka,MDG53519090,519090,Amboasary-Atsimo,MDG53519,519,Anosy,MDG53,53,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1123157778.99219,236993.733230202
1395,Tranomaro,MDG53519110,519110,Amboasary-Atsimo,MDG53519,519,Anosy,MDG53,53,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1348343460.1709,191711.191095709
1396,Maromby,MDG53519130,519130,Amboasary-Atsimo,MDG53519,519,Anosy,MDG53,53,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",852606764.166016,171064.001165475
1397,Elonty,MDG53519150,519150,Amboasary-Atsimo,MDG53519,519,Anosy,MDG53,53,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",862846604.634766,145980.489324307
1398,Esira,MDG53519170,519170,Amboasary-Atsimo,MDG53519,519,Anosy,MDG53,53,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",875609729.311523,154718.730120778
1399,Mahaly,MDG53519190,519190,Amboasary-Atsimo,MDG53519,519,Anosy,MDG53,53,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1858055845.23145,254765.678281746
1400,Manevy,MDG53519210,519210,Amboasary-Atsimo,MDG53519,519,Anosy,MDG53,53,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",477711464.879883,112613.796264759
1401,Tsivory,MDG53519230,519230,Amboasary-Atsimo,MDG53519,519,Anosy,MDG53,53,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",793297609.539063,144115.417486307
1402,Marotsiraka,MDG53519250,519250,Amboasary-Atsimo,MDG53519,519,Anosy,MDG53,53,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",737623801.668945,127534.805134383
1403,Tomboarivo,MDG53519270,519270,Amboasary-Atsimo,MDG53519,519,Anosy,MDG53,53,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",180633582.703125,61991.9915409902
1404,Ebelo,MDG53519291,519291,Amboasary-Atsimo,MDG53519,519,Anosy,MDG53,53,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",782966661.574219,147097.067282916
1405,Ranobe,MDG53519292,519292,Amboasary-Atsimo,MDG53519,519,Anosy,MDG53,53,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",403155607.637695,119850.72408254
1406,Mitsinjo Betanimena,MDG51520010,520010,Toliary-II,MDG51520,520,Atsimo Andrefana,MDG51,51,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",21283220.6679688,23171.2016772302
1407,Belalanda,MDG51520030,520030,Toliary-II,MDG51520,520,Atsimo Andrefana,MDG51,51,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",286538273.136719,104581.871868542
1408,Betsinjaka,MDG51520050,520050,Toliary-II,MDG51520,520,Atsimo Andrefana,MDG51,51,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",137942907.845703,50096.3222403477
1409,Miary Ambohibola,MDG51520071,520071,Toliary-II,MDG51520,520,Atsimo Andrefana,MDG51,51,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",33971808.6201172,34266.0592453825
1410,Behompy,MDG51520072,520072,Toliary-II,MDG51520,520,Atsimo Andrefana,MDG51,51,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",893347307.356445,172725.64519193
1411,Maromiandra,MDG51520090,520090,Toliary-II,MDG51520,520,Atsimo Andrefana,MDG51,51,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",738987703.115234,156412.63585453
1412,Ambohimahavelona,MDG51520111,520111,Toliary-II,MDG51520,520,Atsimo Andrefana,MDG51,51,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",270268635.478516,128129.939483392
1413,Andranohinaly,MDG51520112,520112,Toliary-II,MDG51520,520,Atsimo Andrefana,MDG51,51,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",637176066.015625,120594.044956609
1414,Saint Augustin,MDG51520131,520131,Toliary-II,MDG51520,520,Atsimo Andrefana,MDG51,51,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",259013798.558594,102599.327952197
1415,Anakao,MDG51520132,520132,Toliary-II,MDG51520,520,Atsimo Andrefana,MDG51,51,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",94446517.6621094,66610.8051216077
1416,Soalara Sud,MDG51520133,520133,Toliary-II,MDG51520,520,Atsimo Andrefana,MDG51,51,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",429502517.195313,133295.24053112
1417,Ambolofoty,MDG51520150,520150,Toliary-II,MDG51520,520,Atsimo Andrefana,MDG51,51,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",105930386.945313,49487.430530997
1418,Ankilimalinike,MDG51520170,520170,Toliary-II,MDG51520,520,Atsimo Andrefana,MDG51,51,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",212436765.625977,62077.0111357175
1419,Antanimena Onilahy,MDG51520191,520191,Toliary-II,MDG51520,520,Atsimo Andrefana,MDG51,51,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",150044416.75,68753.2369451095
1420,Manorofify,MDG51520192,520192,Toliary-II,MDG51520,520,Atsimo Andrefana,MDG51,51,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",328845838.299805,102907.222285894
1421,Marofoty,MDG51520210,520210,Toliary-II,MDG51520,520,Atsimo Andrefana,MDG51,51,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",105242497.728516,47758.4932510779
1422,Tsianisiha,MDG51520230,520230,Toliary-II,MDG51520,520,Atsimo Andrefana,MDG51,51,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",107619590.507813,56809.8013365757
1423,Manombo Sud,MDG51520250,520250,Toliary-II,MDG51520,520,Atsimo Andrefana,MDG51,51,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",887423082.291016,222309.60980756
1424,Andranovory,MDG51520270,520270,Toliary-II,MDG51520,520,Atsimo Andrefana,MDG51,51,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1085140594.7002,230723.225742301
1425,Milenaka,MDG51520290,520290,Toliary-II,MDG51520,520,Atsimo Andrefana,MDG51,51,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",122785971.170898,64566.9943008446
1426,Ankililoaka,MDG51520310,520310,Toliary-II,MDG51520,520,Atsimo Andrefana,MDG51,51,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1034860912.50781,165279.065607901
1427,Analamisampy,MDG51520330,520330,Toliary-II,MDG51520,520,Atsimo Andrefana,MDG51,51,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1183970551.78027,166653.457197712
1428,Beheloka,MDG51520358,520358,Toliary-II,MDG51520,520,Atsimo Andrefana,MDG51,51,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",2316857371.80664,244585.311793425
1429,Benenitra,MDG51521010,521010,Benenitra,MDG51521,521,Atsimo Andrefana,MDG51,51,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1696039035.19629,227491.90803275
1430,Ianapera,MDG51521031,521031,Benenitra,MDG51521,521,Atsimo Andrefana,MDG51,51,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1238673080.10645,268242.983824271
1431,Ambalavato,MDG51521032,521032,Benenitra,MDG51521,521,Atsimo Andrefana,MDG51,51,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",720104957.362305,136576.143512299
1432,Ehara,MDG51521050,521050,Benenitra,MDG51521,521,Atsimo Andrefana,MDG51,51,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1555462134.57031,222022.138943288
1433,Antalaha Ambonivohitra,MDG72710010,710010,Antalaha,MDG72710,710,Sava,MDG72,72,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",175254366.678711,66216.1147953981
1434,Ampahana,MDG72710030,710030,Antalaha,MDG72710,710,Sava,MDG72,72,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",224903089.547852,74752.5494887062
1435,Ampohibe,MDG72710050,710050,Antalaha,MDG72710,710,Sava,MDG72,72,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",238003364.424805,80420.9154839796
1436,Antombana,MDG72710070,710070,Antalaha,MDG72710,710,Sava,MDG72,72,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",226683392.03418,76666.4014839852
1437,Antsahanoro,MDG72710090,710090,Antalaha,MDG72710,710,Sava,MDG72,72,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",158623379.204102,72132.870237702
1438,Antananambo,MDG72710110,710110,Antalaha,MDG72710,710,Sava,MDG72,72,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",248670299.022461,94190.0672835913
1439,Marofinaritra,MDG72710130,710130,Antalaha,MDG72710,710,Sava,MDG72,72,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1748759746.65137,210552.209507213
1440,Sarahandrano,MDG72710151,710151,Antalaha,MDG72710,710,Sava,MDG72,72,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",144473623.469727,69127.6184313681
1441,Andampy,MDG72710152,710152,Antalaha,MDG72710,710,Sava,MDG72,72,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",365329471.920898,99444.3357757637
1442,Ambalabe,MDG72710170,710170,Antalaha,MDG72710,710,Sava,MDG72,72,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",181371014.264648,74168.7660115479
1443,Ambinanifaho,MDG72710190,710190,Antalaha,MDG72710,710,Sava,MDG72,72,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",158995800.260742,74341.6437578822
1444,Ambohitralanana,MDG72710210,710210,Antalaha,MDG72710,710,Sava,MDG72,72,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",609608640.226563,129451.188448236
1445,Lanjarivo,MDG72710230,710230,Antalaha,MDG72710,710,Sava,MDG72,72,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",264857324.44043,76549.4512724946
1446,Antsambalahy,MDG72710250,710250,Antalaha,MDG72710,710,Sava,MDG72,72,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",371459496.369141,108707.983125713
1447,Vinanivao,MDG72710271,710271,Antalaha,MDG72710,710,Sava,MDG72,72,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",846959102.683594,177908.789985385
1448,Ampanavoana,MDG72710272,710272,Antalaha,MDG72710,710,Sava,MDG72,72,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1376891240.875,176401.196160463
1449,Sambava Cu,MDG72711010,711010,Sambava,MDG72711,711,Sava,MDG72,72,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",105926585.517578,65434.4528057801
1450,Ambohimalaza,MDG72711059,711059,Sambava,MDG72711,711,Sava,MDG72,72,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",87810372.2636719,46780.0703278896
1451,Farahalana,MDG72711079,711079,Sambava,MDG72711,711,Sava,MDG72,72,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",304576236.833984,99528.7651984154
1452,Nosiarina,MDG72711090,711090,Sambava,MDG72711,711,Sava,MDG72,72,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",81575693.5800781,42101.3072992562
1453,Ambodivoara,MDG72711130,711130,Sambava,MDG72711,711,Sava,MDG72,72,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",71968949.6875,45424.799405177
1454,Anjinjaomby,MDG72711150,711150,Sambava,MDG72711,711,Sava,MDG72,72,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",72732567.1708984,38576.7947190143
1455,Morafeno,MDG72711170,711170,Sambava,MDG72711,711,Sava,MDG72,72,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",108669037.616211,53901.7683415478
1456,Analamaho,MDG72711190,711190,Sambava,MDG72711,711,Sava,MDG72,72,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",72254984.9765625,42398.9097516837
1457,Ambohimitsinjo,MDG72711210,711210,Sambava,MDG72711,711,Sava,MDG72,72,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",39053089.2861328,37259.3864139452
1458,Anjangoveratra,MDG72711230,711230,Sambava,MDG72711,711,Sava,MDG72,72,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",267744500.283203,86475.311961115
1459,Andratamarina,MDG72711250,711250,Sambava,MDG72711,711,Sava,MDG72,72,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",99529457.2373047,46051.3345255568
1460,Marogaona,MDG72711270,711270,Sambava,MDG72711,711,Sava,MDG72,72,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",107676238.480469,63526.6235470531
1461,Marojala,MDG72711290,711290,Sambava,MDG72711,711,Sava,MDG72,72,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",153000442.558594,54348.391973645
